society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
dlf new town heights,2.47,sector 86,7718.0,3200.0,Plot area 3200(297.29 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3+,,West,Moderately Old,house,,2800.0,2200.0,0,1,0,1,0,2,130
independent,3.5,sector 17,218750.0,160.0,Built Up area: 160 (14.86 sq.m.),6,6,3+,3,North-West,Undefined,house,,160.0,,0,0,0,0,0,0,0
shapoorji pallonji joyville gurugram,1.25,sector 102,9876.0,1265.69,Super Built up area 1215(112.88 sq.m.),2,2,2,0,East,Relatively New,flat,1215.0,,,0,0,0,0,0,0,79
experion the heartsong,0.9,sector 108,7014.0,1283.15,Super Built up area 1283(119.19 sq.m.),2,3,3,7,East,Relatively New,flat,1283.0,,,0,1,0,0,1,0,72
"ganpati apartment  2, laxman vihar phase 1",0.45,sector 4,4705.0,956.43,Carpet area: 850 (78.97 sq.m.),2,2,1,0,East,Relatively New,flat,,,850.0,0,0,0,0,0,0,46
tulip violet,1.66,sector 69,10134.0,1638.05,Super Built up area 1638(152.18 sq.m.),3,3,2,0,South-West,Relatively New,flat,1638.0,,,0,0,0,0,0,0,157
mapsko mount ville,1.25,sector 79,8389.0,1490.05,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,22,South-West,Relatively New,flat,1490.0,,863.91,1,0,0,1,0,0,160
the penthouses at the hibiscus,8.5,sector 50,8500.0,10000.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9,South-East,Moderately Old,flat,,,10000.0,0,1,0,0,0,0,35
independent,2.6,sector 24,24074.0,1080.0,Plot area 120(100.34 sq.m.),4,4,3+,4,,Relatively New,house,,1080.0,,1,0,1,1,0,1,0
breez global hill view,0.32,sohna road,5470.0,585.01,Built Up area: 1000 (92.9 sq.m.)Carpet area: 585 sq.ft. (54.35 sq.m.),2,2,1,17,,New Property,flat,,1000.0,585.0,0,0,0,0,0,0,49
pooja apartment,0.25,sector 3 phase 3 extension,3571.0,700.08,Carpet area: 700 (65.03 sq.m.),2,2,2,2,East,Relatively New,flat,,,700.0,0,0,0,0,0,0,0
emaar digihomes,4.25,sector 110,26562.0,1600.03,Carpet area: 1600 (148.64 sq.m.),3,3,3,8,,Under Construction,flat,,,1600.0,1,0,0,0,0,0,16
imperia the esfera,0.98,sector 37c,5399.0,1815.15,Super Built up area 1815(168.62 sq.m.)Carpet area: 1510 sq.ft. (140.28 sq.m.),3,4,3,9,South-West,Relatively New,flat,1815.0,,1510.0,0,1,0,0,1,0,49
experion the heartsong,1.65,sector 108,8237.0,2003.16,Super Built up area 2003(186.08 sq.m.)Built Up area: 1771.32 sq.ft. (164.56 sq.m.)Carpet area: 1302.01 sq.ft. (120.96 sq.m.),3,4,3,3,North-West,Moderately Old,flat,2003.0,1771.32,1302.01,1,0,0,0,0,2,75
independent,0.55,sector 3,7333.0,750.0,Built Up area: 750 (69.68 sq.m.),1,1,0,1,,Undefined,house,,750.0,,0,0,0,0,0,0,0
emaar digihomes,3.95,sector 62,15262.0,2588.13,Carpet area: 2588 (240.43 sq.m.),3,3,3,33,East,New Property,flat,,,2588.0,0,1,0,0,0,2,49
the lions cghs,2.05,sector 56,7884.0,2600.2,Super Built up area 2600(241.55 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3+,6,South,Relatively New,flat,2600.0,2500.0,2400.0,0,0,0,0,1,2,101
sare green parc phase 3,1.08,sector 92,5150.0,2097.09,Super Built up area 2090(194.17 sq.m.),4,4,2,16,,New Property,flat,2090.0,,,0,1,0,0,0,0,107
ramprastha primera,1.08,sector 37d,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9,South,Relatively New,flat,1800.0,1700.0,1600.0,0,0,0,0,0,0,158
krrish florence estate,1.3,sector 70,5600.0,2321.43,Built Up area: 1865 (173.26 sq.m.),3,3,3,17,,Under Construction,flat,,1865.0,,0,0,0,0,0,2,61
dlf the ultima,3.45,sector 81,12356.0,2792.17,Super Built up area 2792(259.39 sq.m.),4,4,3+,25,East,Moderately Old,flat,2792.0,,,0,1,0,0,0,0,67
shree vardhman flora,0.96,sector 90,5120.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3,3,North,New Property,flat,1875.0,,,0,1,0,0,0,0,106
shapoorji pallonji joyville gurugram,1.75,sector 102,15514.0,1128.01,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,3+,1,East,Relatively New,flat,1852.0,,1128.0,0,0,0,0,0,0,49
m3m sky lofts,1.0,sector 71,11500.0,869.57,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),1,1,1,9,,Undefined,flat,,869.0,435.0,0,0,0,0,0,0,77
ats kocoon,1.7,sector 109,12878.0,1320.08,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22,East,Relatively New,flat,1745.0,1550.0,1320.0,0,0,0,0,0,0,103
international city by sobha phase 1,5.7,sector 109,10556.0,5400.0,Plot area 600(501.68 sq.m.),4,5,3+,3,East,Relatively New,house,,5400.0,,1,1,1,1,0,0,160
rof ananda,0.38,sector 95,58.0,65517.24,Carpet area: 64412 (5984.07 sq.m.),3,2,1,12,North,Relatively New,flat,,,64412.0,0,0,0,0,0,0,51
city shri ram apartments 1,0.22,sector 110,3666.0,600.11,Super Built up area 600(55.74 sq.m.),2,1,1,1,,Relatively New,flat,600.0,,,0,0,0,0,0,0,0
bestech park view grand spa,2.35,sector 81,8834.0,2660.18,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6,North-East,Relatively New,flat,2660.0,,2356.0,0,1,0,0,0,2,101
jammu and kashmir bank employees cghs,0.94,sector 9a,6064.0,1550.13,Carpet area: 1550 (144 sq.m.),3,3,2,5,East,Moderately Old,flat,,,1550.0,0,0,0,0,0,2,85
bestech park view grand spa,2.22,sector 81,8345.0,2660.28,Super Built up area 2660(247.12 sq.m.),3,4,3+,15,South-East,Relatively New,flat,2660.0,,,0,1,0,0,0,2,174
aipl the peaceful homes,2.55,sector 70a,11860.0,2150.08,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.),3,3,3,20,North-East,New Property,flat,2150.0,2000.0,,0,1,0,1,1,2,150
dlf new town heights,1.54,sector 90,6514.0,2364.14,Super Built up area 2364(219.62 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,4,3+,12,South-West,Moderately Old,flat,2364.0,2200.0,1850.0,0,1,0,1,0,2,111
godrej summit,0.98,sector 104,5950.0,1647.06,Super Built up area 1647(153.01 sq.m.),3,3,3,12,East,Relatively New,flat,1647.0,,,0,0,0,0,1,0,79
krisumi waterfall residences,4.1,sector 36a,15500.0,2645.16,Carpet area: 2538 (235.79 sq.m.),3,4,3,30,,New Property,flat,,,2538.0,1,0,0,0,0,1,49
park view apartments,1.6,sector 15,11034.0,1450.06,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2,North-West,Moderately Old,flat,,,1450.0,0,0,0,1,0,0,56
ats tourmaline,1.87,sector 109,8697.0,2150.0,Built Up area: 2150 (199.74 sq.m.),3,4,0,12,,Undefined,house,,2150.0,,0,0,0,0,0,0,0
signature global solera,0.3,sector 107,6134.0,489.08,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),2,2,1,5,East,Relatively New,flat,602.0,,489.0,0,0,0,0,0,0,57
hcbs sports ville,0.32,sohna road,4301.0,744.01,Built Up area: 743.99 (69.12 sq.m.),2,2,1,3,,Relatively New,flat,,744.000768,,0,0,0,0,0,0,109
corona optus,1.25,sector 37c,8928.0,1400.09,Super Built up area 1735(161.19 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2,South-East,Relatively New,flat,1735.0,,1400.0,1,0,0,0,0,0,49
godrej,1.28,sector 79,8504.0,1505.17,Super Built up area 1505(139.82 sq.m.),3,3,3,7,North-East,Relatively New,flat,1505.0,,,0,0,0,0,0,0,158
bptp visionnaire,4.0,sector 70a,6666.0,6001.0,Plot area 6000(557.42 sq.m.),4,4,3+,2,North-East,Relatively New,house,,6000.0,,0,1,0,0,0,0,154
chd avenue,1.35,sector 71,5744.0,2350.28,Super Built up area 2350(218.32 sq.m.),4,4,3,8,North-West,Moderately Old,flat,2350.0,,,0,1,0,0,0,0,26
dlf the crest,11.0,sector 54,35483.0,3100.08,Carpet area: 3100 (288 sq.m.),4,5,3+,7,North-East,Relatively New,flat,,,3100.0,1,1,0,1,0,0,49
vatika india next,7.0,sector 82,194444.0,360.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3,North-East,Relatively New,house,,3900.0,3743.0,0,1,0,0,0,1,105
house number b-34,0.8,sector 5,8888.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,1,,Old Property,house,,900.0,,0,0,0,0,0,0,0
antriksh heights,0.9,sector 84,6206.0,1450.21,Super Built up area 1725(160.26 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,12,North-East,Relatively New,flat,1725.0,1525.0,1450.0,0,0,0,0,0,0,166
raheja revanta,0.99,sector 78,6100.0,1622.95,Super Built up area 1621(150.6 sq.m.),2,2,3,14,East,Under Construction,flat,1621.0,,,0,0,0,0,1,0,39
godrej nature plus,1.2,sector 33,12000.0,1000.0,Carpet area: 1000 (92.9 sq.m.),2,2,3+,3,North-East,Under Construction,flat,,,1000.0,0,0,0,0,0,0,105
la vida by tata housing,3.72,sector 113,13984.0,2660.18,Carpet area: 2660 (247.12 sq.m.),5,4,3+,0,,New Property,flat,,,2660.0,0,0,0,1,0,1,44
pareena coban residences,1.6,sector 99a,8000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,6,,Under Construction,flat,2000.0,,,0,0,0,0,0,0,0
bptp astaire gardens,1.6,sector 70a,8658.0,1848.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4,4,3,1,,Relatively New,flat,1848.0,1600.0,1400.0,1,0,0,0,1,0,42
palam vihar society,0.4,sector 2,8602.0,465.01,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,1,1,5,North,Moderately Old,flat,465.0,450.0,425.0,0,0,0,0,0,2,39
antriksh heights,0.85,sector 84,5556.0,1529.88,Super Built up area 1350(125.42 sq.m.),2,2,3,10,North-West,New Property,flat,1350.0,,,1,0,0,0,1,0,24
park royal apartment,1.85,sector 56,9024.0,2050.09,Carpet area: 2050 (190.45 sq.m.),3,4,3,7,,Old Property,flat,,,2050.0,0,1,0,0,0,0,72
sare crescent parc,0.9,sector 92,4278.0,2103.79,Super Built up area 1870(173.73 sq.m.),4,5,3+,14,North-East,Relatively New,flat,1870.0,,,0,1,0,0,1,0,62
saksham welfare association,4.7,sector 22,19847.0,2368.0,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,6,6,3+,2,West,Old Property,house,,170.0,160.0,0,0,1,1,0,2,106
m3m woodshire,1.45,sector 107,6141.0,2361.18,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,7,South,Relatively New,flat,2361.0,1900.0,,0,1,0,0,0,0,67
dlf regal gardens,1.65,sector 90,7449.0,2215.06,Super Built up area 2215(205.78 sq.m.)Built Up area: 2214 sq.ft. (205.69 sq.m.)Carpet area: 2213 sq.ft. (205.59 sq.m.),4,4,3+,15,East,Relatively New,flat,2215.0,2214.0,2213.0,0,0,0,0,0,2,158
dlf the ultima,3.25,sector 81,11805.0,2753.07,Super Built up area 2753(255.76 sq.m.),4,4,3+,11,North-West,Moderately Old,flat,2753.0,,,0,1,0,0,0,0,28
tulip violet,2.05,sector 69,9950.0,2060.3,Super Built up area 2087(193.89 sq.m.),4,4,2,0,North-West,Relatively New,flat,2087.0,,,0,0,0,0,0,0,157
la vida by tata housing,2.35,sector 113,10599.0,2217.19,Super Built up area 2217(205.97 sq.m.)Built Up area: 2210 sq.ft. (205.32 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,11,North-East,New Property,flat,2217.0,2210.0,1720.0,0,1,0,0,0,0,174
"new colony, gurgaon",0.8,sector 7,8100.0,987.65,Carpet area: 990 (91.97 sq.m.),3,2,1,4,North-East,Relatively New,flat,,,990.0,0,0,0,0,0,2,69
shree vardhman victoria,1.62,sector 70,8307.0,1950.16,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,9,North,Relatively New,flat,1950.0,,1161.0,0,1,0,0,0,0,43
m3m sierra 68,1.05,sector 68,8536.0,1230.08,Super Built up area 1230(114.27 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,11,North-East,New Property,flat,1230.0,1200.0,1000.0,0,0,0,0,0,2,127
sare green parc phase 3,0.79,sector 92,6086.0,1298.06,Super Built up area 1298(120.59 sq.m.),3,2,2,15,North,New Property,flat,1298.0,,,0,0,0,0,0,0,29
zara aavaas,0.4,sector 104,7029.0,569.07,Super Built up area 569(52.86 sq.m.),2,2,1,14,,Relatively New,flat,569.0,,,0,0,0,0,0,0,38
rof ananda,0.38,sector 95,58.0,65517.24,Carpet area: 64529 (5994.94 sq.m.),2,2,2,10,East,New Property,flat,,,64529.0,1,0,0,0,0,0,15
godrej oasis,1.15,sector 88a,9856.0,1166.8,Carpet area: 108.4,2,2,1,12,,New Property,flat,,,108.4,1,0,0,0,0,0,79
chd avenue,1.3,sector 71,5531.0,2350.39,Super Built up area 2350(218.32 sq.m.),4,4,3,5,North-East,Moderately Old,flat,2350.0,,,0,1,0,0,0,0,126
independent,4.5,sector 9a,14286.0,3150.0,Plot area 14(354.1 sq.m.),9,9,3+,3,,Relatively New,house,,14.0,,1,0,0,1,1,2,38
elevate,6.75,sector 50,19882.0,3395.03,Built Up area: 3395 (315.41 sq.m.),4,4,0,10,,Undefined,flat,,3395.0,,0,0,0,0,0,0,0
dlf the crest,11.0,sector 54,35222.0,3123.05,Super Built up area 3123(290.14 sq.m.),4,6,3,7,,Relatively New,flat,3123.0,,,0,1,0,0,0,1,125
emaar palm heights,2.1,sector 77,10370.0,2025.07,Super Built up area 2025(188.13 sq.m.),3,3,3,17,,New Property,flat,2025.0,,,1,1,0,0,0,0,8
vipul tatvam villa,6.4,sector 48,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2,North,Relatively New,house,,240.0,200.0,1,1,1,0,0,2,148
essel towers,2.2,sector 14,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3,,Undefined,flat,,,1760.0,0,0,0,0,0,0,0
m3m sierra 68,1.08,sector 68,8674.0,1245.1,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,1,West,Relatively New,flat,1245.0,1130.0,930.0,0,0,0,0,0,2,149
independent,11.0,sector 28,33951.0,3240.0,Plot area 360(301.01 sq.m.),13,13,3+,3,East,Relatively New,house,,3240.0,,1,1,0,1,0,1,122
vatika india next,0.8,sector 82,6426.0,1244.94,Carpet area: 1245 (115.66 sq.m.),2,2,3,9,,Undefined,flat,,,1245.0,0,0,0,0,0,0,0
emaar mgf emerald estate,1.73,sector 65,12401.0,1395.05,Super Built up area 1395(129.6 sq.m.),3,3,3,9,North-West,Relatively New,flat,1395.0,,,0,1,0,0,0,1,159
independent,8.5,sector 43,31481.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3,West,Moderately Old,house,,2700.0,,0,1,0,0,0,2,113
bptp terra,1.72,sector 37d,7850.0,2191.08,Super Built up area 2191(203.55 sq.m.),3,3,3+,10,South-East,Relatively New,flat,2191.0,,,0,1,0,0,0,0,31
mvn athens,0.25,sohna road,4258.0,587.13,Built Up area: 587 (54.53 sq.m.),2,2,1,0,,Relatively New,flat,,587.0,,0,0,0,0,0,0,38
m3m the marina,2.22,sector 68,14322.0,1550.06,Super Built up area 1550(144 sq.m.),3,2,3,4,East,Relatively New,flat,1550.0,,,0,0,0,0,0,0,44
conscient heritage max,2.2,sector 102,10237.0,2149.07,Super Built up area 2149(199.65 sq.m.),3,4,3+,9,South-East,Moderately Old,flat,2149.0,,,1,1,0,0,0,0,125
smart world orchard,2.5,sector 61,16139.0,1549.04,Built Up area: 1549 (143.91 sq.m.),3,3,1,1,East,Undefined,flat,,1549.0,,0,0,0,0,0,0,61
zara aavaas,0.65,sector 104,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),3,2,2,7,,New Property,flat,,,763.0,0,0,0,0,0,0,65
microtek greenburg,1.45,sector 86,9797.0,1480.04,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3,8,North-East,Relatively New,flat,,1480.0,1050.0,0,0,0,0,0,1,72
ansal heights 86,0.67,sector 86,5100.0,1313.73,Super Built up area 1360(126.35 sq.m.),2,2,1,10,,Relatively New,flat,1360.0,,,0,0,0,0,0,0,115
m3m golfestate,5.0,sector 65,16666.0,3000.12,Super Built up area 3246(301.56 sq.m.)Built Up area: 3245 sq.ft. (301.47 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3,3,3,2,East,Relatively New,flat,3246.0,3245.0,3000.0,0,1,0,0,0,2,174
bptp terra,1.77,sector 37d,8078.0,2191.14,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,15,North,Relatively New,flat,2191.0,,1860.0,1,1,0,1,1,0,49
independent,7.5,sector 14,16600.0,4518.0,Plot area 502(419.74 sq.m.),3,3,2,1,West,Old Property,house,,4518.0,,1,1,0,1,0,2,27
guru gram haryana cghs,1.39,sector 56,8424.0,1650.05,Super Built up area 1850(171.87 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,2,3,6,South,Old Property,flat,1850.0,1750.0,1650.0,0,1,0,1,0,2,89
independent,0.6,sector 104,5128.0,1170.0,Plot area 130(108.7 sq.m.),7,3,1,2,North,Moderately Old,house,,1170.0,,0,0,0,0,0,0,0
raheja vedaanta,1.0,sector 108,4854.0,2060.16,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),2,2,2,0,North,Undefined,flat,,2060.0,1890.0,0,0,0,0,0,0,0
shree vardhman victoria,1.8,sector 70,9230.0,1950.16,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,2,South-West,New Property,flat,1950.0,,1161.0,0,1,0,0,1,0,45
godrej,2.0,sector 79,8474.0,2360.16,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3,4,3+,9,East,Relatively New,flat,2366.0,1963.0,1629.0,0,1,0,0,0,0,108
not applicable,0.8,sector 4,54794.0,146.0,Plot area 146(13.56 sq.m.),5,4,3,3,,Under Construction,house,,146.0,,0,0,0,0,0,0,0
signature global solera,0.52,sector 107,8062.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,5,East,Relatively New,flat,,,645.0,0,0,0,0,1,0,15
sector 14 rwa,6.5,sector 14,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5,5,0,4,,Moderately Old,house,,2500.0,,0,0,0,0,0,0,0
capital residences 360,1.1,sector 70a,7586.0,1450.04,Super Built up area 1450(134.71 sq.m.),2,2,3+,8,,New Property,flat,1450.0,,,0,0,0,0,0,0,60
sbtl caladium,1.9,sector 109,6219.0,3055.15,Super Built up area 3055(283.82 sq.m.),4,4,3,8,North-East,Relatively New,flat,3055.0,,,0,1,0,0,0,0,151
ats triumph,2.6,sector 104,8813.0,2950.19,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,4,3+,16,East,Relatively New,flat,3150.0,,2950.0,0,1,0,0,0,2,150
godrej oasis,1.45,sector 88a,8367.0,1733.0,Super Built up area 161Carpet area: 108.4 sq.m.,2,2,3+,9,,Relatively New,flat,161.0,,108.4,1,0,0,0,0,1,85
indiabulls centrum park,1.9,sector 103,5681.0,3344.48,Carpet area: 3344 (310.67 sq.m.),3,4,3+,10,North-East,Relatively New,flat,,,3344.0,1,1,0,1,1,2,49
shree vardhman victoria,1.8,sector 70,9230.0,1950.16,Carpet area: 1950 (181.16 sq.m.),3,5,3,0,,New Property,flat,,,1950.0,0,0,0,0,0,0,72
signature andour heights,0.65,sector 71,10172.0,639.01,Super Built up area 639(59.37 sq.m.)Carpet area: 542 sq.ft. (50.35 sq.m.),2,2,1,10,South-West,Relatively New,flat,639.0,,542.0,0,0,0,0,0,2,23
godrej oasis,1.5,sector 88a,8108.0,1850.02,Super Built up area 1850(171.87 sq.m.),3,3,3+,11,North-East,New Property,flat,1850.0,,,0,0,0,0,0,0,39
vipul tatvam villa,7.35,sector 48,22812.0,3222.0,Plot area 358(299.33 sq.m.),4,5,2,2,South,Moderately Old,house,,3222.0,,1,1,1,1,0,2,144
independent,1.8,sector 92,7627.0,2360.0,Built Up area: 2360 (219.25 sq.m.),4,5,0,13,,Undefined,house,,2360.0,,0,0,0,0,0,0,0
dlf carlton estate,2.0,sector 43,14214.0,1407.06,Super Built up area 1407(130.71 sq.m.),3,3,2,5,South-West,Moderately Old,flat,1407.0,,,0,0,0,0,0,0,65
shree vardhman flora,0.7,sector 90,5177.0,1352.13,Carpet area: 1352 (125.6 sq.m.),2,3,2,7,North,Relatively New,flat,,,1352.0,1,0,0,0,0,2,49
experion the heartsong,0.97,sector 108,9238.0,1050.01,Carpet area: 1050 (97.55 sq.m.),2,2,3,10,North-East,Relatively New,flat,,,1050.0,0,1,0,0,0,0,165
sbtl caladium,1.88,sector 109,6153.0,3055.42,Super Built up area 3055(283.82 sq.m.),4,5,3,10,North-East,Relatively New,flat,3055.0,,,0,0,0,0,0,0,110
independent,1.1,sector 4,11111.0,990.0,Built Up area: 990 (91.97 sq.m.),6,4,1,2,North,Undefined,house,,990.0,,0,0,0,0,0,0,0
kiran residency,1.55,sector 56,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,5,North,Old Property,flat,2000.0,,,0,1,0,0,0,2,52
signature global park,0.9,sohna road,8036.0,1119.96,Built Up area: 1120 (104.05 sq.m.),3,2,0,2,,Under Construction,flat,,1120.0,,0,0,0,0,0,0,58
sare homes,0.95,sector 92,4250.0,2235.29,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4,3,2,16,East,New Property,flat,2000.0,1983.0,1900.0,0,0,0,0,0,0,95
sare green parc,0.85,sector 92,6538.0,1300.09,Built Up area: 1300 (120.77 sq.m.),3,2,2,20,,Undefined,flat,,1300.0,,0,0,0,0,0,0,0
dlf the belaire,7.0,sector 54,23333.0,3000.04,Super Built up area 3000(278.71 sq.m.),4,6,3+,12,East,Moderately Old,flat,3000.0,,,0,1,1,1,0,2,108
emaar mgf marbella,18.0,sector 66,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3+,3,North-East,Relatively New,house,,4500.0,,1,1,1,1,0,1,153
independent,4.35,sector 46,23693.0,1836.0,Plot area 204(170.57 sq.m.),8,8,2,3,North-East,Relatively New,house,,1836.0,,1,0,0,1,0,2,19
ashiana anmol,0.9,sohna road,9463.0,951.07,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13,South,Relatively New,flat,1275.0,,951.0,0,0,0,0,0,1,120
mrg world ultimus,0.5,sector 90,6983.0,716.02,Carpet area: 716 (66.52 sq.m.),2,2,2,1,North-East,Under Construction,flat,,,716.0,0,0,0,0,0,0,21
unitech aspen greens,12.0,sector 50,37037.0,3240.0,Plot area 360(301.01 sq.m.),3,4,2,1,East,Moderately Old,house,,3240.0,,1,1,0,0,0,2,101
ashiana mulberry,0.74,sohna road,6016.0,1230.05,Carpet area: 1230 (114.27 sq.m.),2,2,3+,12,,Relatively New,flat,,,1230.0,0,0,0,0,0,0,71
ansal florence super,3.75,sector 57,23148.0,1620.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3,4,3,2,,Moderately Old,house,,,300.0,1,1,1,0,0,2,38
emaar gurgaon greens,1.38,sector 102,13495.0,1022.6,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6,North-East,Relatively New,flat,1650.0,,1022.58,0,1,0,0,0,2,128
dlf regency park,1.24,sector 28,12400.0,1000.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,3+,19,South,Moderately Old,flat,1150.0,1050.0,1000.0,0,0,0,1,0,2,157
independent,0.75,sector 36,6938.0,1081.0,Built Up area: 1081 (100.43 sq.m.),3,1,0,1,,Undefined,house,,1081.0,,0,0,0,0,0,0,0
emaar mgf emerald floors,3.2,sector 65,10159.0,3149.92,Built Up area: 3150 (292.64 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,3,2,1,,Relatively New,flat,,3150.0,1750.0,0,1,0,0,0,0,0
unitech sunbreeze,0.74,sector 69,5500.0,1345.45,Super Built up area 1337(124.21 sq.m.),3,3,1,10,,Under Construction,flat,1337.0,,,0,1,0,0,0,0,60
umang monsoon breeze,1.25,sector 78,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,2,East,Relatively New,flat,2350.0,2300.0,2000.0,0,1,0,1,1,0,57
ss the leaf,1.85,sector 85,7682.0,2408.23,Super Built up area 2408(223.71 sq.m.),3,4,3,2,North,Relatively New,flat,2408.0,,,1,1,0,0,0,2,49
vatika gurgaon,1.19,sector 83,7437.0,1600.11,Carpet area: 1600 (148.64 sq.m.),3,3,2,10,South,Relatively New,flat,,,1600.0,0,1,0,0,0,2,35
ats marigold,1.5,sector 89,8571.0,1750.09,Carpet area: 1750 (162.58 sq.m.),3,3,3,2,,New Property,flat,,,1750.0,0,0,0,0,1,0,49
bestech park view ananda,1.35,sector 81,7541.0,1790.21,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,3,3+,10,North-East,Moderately Old,flat,1790.0,,1130.0,0,0,1,0,0,2,72
