society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
experion the heartsong,2.0,sector 108,7196.0,4,4,3+,10.0,Relatively New,flat,2500.0,0,1,0,1,0,2,174,"28.5134° N, 76.9830° E",28.5134,76.983
dlf city phase 1,3.25,sector 26,3681.0,3,3,3,2.0,Old Property,house,8829.0,1,0,0,0,0,0,79,"28.4757° N, 77.1032° E",28.4757,77.1032
dlf city plots phase 2,10.75,sector 25,29861.0,9,9,3+,3.0,Old Property,house,3600.0,0,1,1,1,0,0,73,"28.4844° N, 77.0860° E",28.4844,77.086
chd avenue,1.2,sector 71,7407.0,3,3,3,4.0,Relatively New,flat,1466.0,0,0,0,0,1,2,49,"28.4104° N, 77.0281° E",28.4104,77.0281
independent,0.47,sector 4,3518.0,3,4,0,3.0,Moderately Old,house,1350.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
vatika gurgaon,1.05,sector 83,7000.0,3,3,3,3.0,Relatively New,flat,1618.0,0,0,1,0,0,0,79,"28.3986° N, 76.9647° E",28.3986,76.9647
godrej,1.34,sector 79,8524.0,2,2,3,2.0,Relatively New,flat,1423.0,1,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,0.82,sector 8,10224.0,2,4,0,2.0,Moderately Old,house,891.0,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
ramsons kshitij,0.19,sector 95,591.0,1,1,1,14.0,Relatively New,flat,3569.0,0,0,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
siddhi vinayak apartments,1.44,sector 55,9600.0,3,3,2,6.0,Moderately Old,flat,1700.0,0,0,0,0,1,2,47,"28.4281° N, 77.1100° E",28.4281,77.11
ramprastha the atrium,1.0,sector 37d,7782.0,3,3,2,4.0,Relatively New,flat,1163.0,0,0,0,0,0,0,13,"28.4478° N, 76.9703° E",28.4478,76.9703
emaar palm gardens,1.48,sector 83,7789.0,3,3,3,7.0,Relatively New,flat,1549.0,0,1,0,0,0,0,66,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,2.1,sector 11,17284.0,2,6,3+,3.0,Relatively New,house,1215.0,0,0,0,0,0,0,14,"28.4531° N, 77.0202° E",28.4531,77.0202
dlf the primus,2.55,sector 82a,11218.0,4,4,3+,14.0,Relatively New,flat,2273.13,0,0,0,0,0,1,44,"28.3858° N, 76.9686° E",28.3858,76.9686
adani m2k oyster grande,2.6,sector 102,10007.0,3,3,3,2.0,Relatively New,flat,2351.0,1,1,1,0,0,0,118,"28.4750° N, 76.9715° E",28.475,76.9715
la vida by tata housing,2.33,sector 113,12533.0,3,3,3,3.0,New Property,flat,2098.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
godrej air,1.35,sector 85,13632.0,2,2,3,19.0,Under Construction,flat,102.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
huda,3.5,sector 38,24005.0,3,2,3,2.0,Moderately Old,house,1458.0,0,0,1,0,0,2,85,"28.4347° N, 77.0430° E",28.4347,77.043
indiabulls enigma,3.49,sector 110,10264.0,4,5,3,7.0,Relatively New,flat,3077.0,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
international city by sobha phase 1,5.9,sector 109,24280.0,4,5,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,2,111,"28.5073° N, 77.0089° E",28.5073,77.0089
ss the leaf,2.1,sector 85,8720.0,3,4,3+,6.0,Relatively New,flat,2026.0,0,1,0,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar mgf emerald floors premier,3.5,sector 65,17721.0,4,4,3,4.0,Relatively New,flat,1975.06,0,1,0,0,0,2,114,"28.4030° N, 77.0690° E",28.403,77.069
paras dews,1.35,sector 106,8940.0,4,3,3,19.0,Old Property,flat,1678.0,0,1,0,0,0,0,112,"28.5007° N, 77.0003° E",28.5007,77.0003
m3m merlin,2.8,sector 67,13678.0,3,3,3,5.0,Moderately Old,flat,2047.08,0,1,0,0,0,1,26,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,11.75,sector 28,41315.0,4,5,3+,4.0,Relatively New,house,2844.0,1,1,1,0,0,2,54,"28.4728° N, 77.0865° E",28.4728,77.0865
ss the leaf,1.14,sector 85,6433.0,2,2,3,16.0,Relatively New,flat,1604.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
m3m skywalk,2.25,sector 74,13636.0,3,3,2,9.0,Relatively New,flat,1938.0,0,1,0,0,0,2,174,"28.4158° N, 77.0118° E",28.4158,77.0118
birla navya,2.1,sector 63a,16666.0,2,2,2,2.0,Under Construction,flat,1400.0,0,0,0,0,0,0,38,"28.3923° N, 77.0888° E",28.3923,77.0888
shree vardhman victoria,1.55,sector 70,7948.0,3,3,3,6.0,Relatively New,flat,1527.0,1,1,0,1,1,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
puri emerald bay,1.58,sector 104,9117.0,2,3,3,11.0,Relatively New,flat,1538.0,0,1,0,0,0,0,101,"28.4788° N, 76.9960° E",28.4788,76.996
ambience creacions,4.78,sector 22,15469.0,3,4,3,7.0,Relatively New,flat,2500.0,0,1,0,0,1,1,111,"28.5072° N, 77.0640° E",28.5072,77.064
ats tourmaline,1.72,sector 109,8000.0,3,4,3+,7.0,Relatively New,flat,1797.0,0,1,0,0,0,0,167,"28.5073° N, 77.0089° E",28.5073,77.0089
central park flower valley aqua front towers,2.96,sector 33,13870.0,4,4,3,1.0,New Property,flat,2371.0,0,1,0,0,0,2,24,"28.4420° N, 77.0207° E",28.442,77.0207
signature global park 4,1.0,sector 36,9900.0,3,2,3,2.0,New Property,flat,1122.0,0,0,0,0,0,0,128,"28.4160° N, 76.9914° E",28.416,76.9914
birla navya,3.85,sector 63a,15437.0,3,3,3+,4.0,New Property,house,2771.0,0,1,0,0,0,2,160,"28.3923° N, 77.0888° E",28.3923,77.0888
imt view society,0.95,manesar,3653.0,3,4,3,6.0,Moderately Old,flat,2232.0,0,1,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
signature global city 92,0.78,sector 92,7722.0,2,2,3,2.0,Under Construction,flat,846.0,0,0,0,0,1,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
paras dews,0.92,sector 106,6642.0,2,2,3+,2.0,Relatively New,flat,940.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
smart world orchard,2.3,sector 61,14110.0,3,3,2,2.0,Under Construction,flat,1475.0,1,0,0,0,0,0,79,"28.4050° N, 77.0963° E",28.405,77.0963
puri emerald bay,2.45,sector 104,10000.0,3,4,3+,14.0,Relatively New,flat,2131.0,0,1,0,0,0,2,56,"28.4788° N, 76.9960° E",28.4788,76.996
bestech altura,1.9,sector 79,9000.0,3,4,2,11.0,New Property,flat,2389.0,0,1,0,0,0,0,49,"28.3624° N, 76.9787° E",28.3624,76.9787
surendra homes dayaindependentd colony,0.75,sector 6,15625.0,4,4,2,1.0,Moderately Old,house,480.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
dlf new town heights,2.0,sector 90,7334.0,4,4,3+,20.0,Moderately Old,flat,2468.0,0,1,0,0,1,0,49,"28.4085° N, 76.9369° E",28.4085,76.9369
umang winter hills,0.99,sector 77,7857.0,2,2,2,1.0,Relatively New,flat,1126.0,0,0,0,0,0,0,97,"28.3801° N, 76.9845° E",28.3801,76.9845
independent,20.0,sector 26,44444.0,5,7,3+,3.0,Relatively New,house,4500.0,0,1,0,1,0,1,97,"28.4757° N, 77.1032° E",28.4757,77.1032
sare crescent parc,0.8,sector 92,6033.0,3,2,2,3.0,Relatively New,flat,1473.0,0,0,0,0,0,0,15,"28.4079° N, 76.9153° E",28.4079,76.9153
adani aangan arcade,0.5,sector 89,7763.0,2,2,1,4.0,Relatively New,flat,672.0,0,0,0,0,0,1,69,"28.4253° N, 76.9439° E",28.4253,76.9439
bestech park view spa next,2.7,sector 67,11489.0,4,4,3+,9.0,Moderately Old,flat,2127.0,0,1,0,1,0,2,149,"28.3859° N, 77.0608° E",28.3859,77.0608
rof aalayas,0.45,sector 102,6000.0,1,1,2,6.0,Relatively New,flat,750.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
la vida by tata housing,1.75,sector 113,10489.0,2,2,3,10.0,Relatively New,flat,1424.0,1,0,0,0,0,0,93,"28.5287° N, 77.0233° E",28.5287,77.0233
tulip ivory,5.0,sector 70,10416.0,6,7,3+,0.0,Relatively New,flat,5333.0,1,1,0,0,0,0,119,"28.3968° N, 77.0233° E",28.3968,77.0233
independent,5.6,sector 55,20741.0,6,4,3,3.0,Old Property,house,2700.0,0,1,0,0,0,2,41,"28.4281° N, 77.1100° E",28.4281,77.11
mapsko royale ville,1.12,sector 82,6256.0,3,3,2,12.0,Relatively New,flat,1588.0,0,0,0,1,0,2,49,"28.3935° N, 76.9600° E",28.3935,76.96
dlf new town heights,1.6,sector 90,6768.0,4,4,3+,10.0,Relatively New,flat,2139.0,0,1,0,1,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
m3m woodshire,1.21,sector 107,6227.0,3,3,3,7.0,Moderately Old,flat,1713.0,0,0,0,0,0,2,126,"28.5052° N, 76.9729° E",28.5052,76.9729
viridian the plaza 106,0.39,sector 106,5571.0,1,1,1,7.0,Relatively New,flat,567.0,0,0,0,0,0,0,130,"28.5007° N, 77.0003° E",28.5007,77.0003
"nirmal enclave, maruti kunj road",0.24,sector 11,5333.0,2,2,0,2.0,Relatively New,house,450.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
uppal southend,6.75,sector 49,32328.0,4,4,3,3.0,Relatively New,house,2088.0,0,1,0,0,0,2,26,"28.4121° N, 77.0480° E",28.4121,77.048
vipul world,1.38,sector 48,9482.0,3,3,1,2.0,Relatively New,flat,1611.0,0,0,0,0,0,0,60,"28.4177° N, 77.0359° E",28.4177,77.0359
divya apartments,0.6,sector 6,7594.0,2,2,0,2.0,Relatively New,flat,790.0,0,0,0,0,0,2,15,"28.4745° N, 77.0262° E",28.4745,77.0262
supertech hues,0.82,sector 68,6950.0,2,2,3+,21.0,Under Construction,flat,1068.0,0,0,0,0,1,0,72,"28.3853° N, 77.0484° E",28.3853,77.0484
chd avenue,1.1,sector 71,6790.0,3,3,3,11.0,Relatively New,flat,1466.0,0,0,0,0,1,0,72,"28.4104° N, 77.0281° E",28.4104,77.0281
satya element one,0.87,sector 49,19333.0,1,1,1,2.0,Relatively New,flat,500.0,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
sare crescent parc royal greens phase 1,1.0,sector 92,3713.0,4,4,3,15.0,New Property,flat,1828.0,0,0,0,0,0,0,31,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,0.35,sector 105,7778.0,2,2,1,2.0,Moderately Old,house,556.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
international city by sobha phase 1,6.1,sector 109,25103.0,5,6,3+,2.0,Moderately Old,house,2430.0,0,1,0,0,0,0,30,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf express greens,1.6,manesar,6808.0,4,6,3+,4.0,Relatively New,flat,2611.0,1,1,0,1,0,0,49,"28.3515° N, 76.9428° E",28.3515,76.9428
emaar palm gardens,1.8,sector 83,9473.0,3,3,3,6.0,Relatively New,flat,1549.0,0,1,0,0,0,2,97,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,0.66,sector 6,10784.0,3,2,1,2.0,Old Property,house,612.0,0,0,0,0,0,0,36,"28.4745° N, 77.0262° E",28.4745,77.0262
uppal southend,3.75,sector 49,25562.0,2,6,3,3.0,Moderately Old,house,1467.0,0,0,0,0,1,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
independent,4.0,sector 23,16006.0,3,3,2,2.0,Moderately Old,house,2430.0,0,1,0,0,0,2,115,"28.5121° N, 77.0478° E",28.5121,77.0478
shyam apartment,0.26,sector 3,3714.0,2,1,2,2.0,Relatively New,flat,611.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
adani brahma samsara vilasa,3.0,sector 63,16666.0,3,3,3,3.0,New Property,flat,2000.0,0,0,0,0,0,0,24,"28.3971° N, 77.0867° E",28.3971,77.0867
orchid petals,1.9,sector 49,10526.0,3,3,3,2.0,Old Property,flat,1600.0,0,0,0,0,1,2,49,"28.4121° N, 77.0480° E",28.4121,77.048
arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,7,9,3+,3.0,Moderately Old,house,9000.0,1,1,1,1,0,1,74,"28.4757° N, 77.1032° E",28.4757,77.1032
godrej nature plus,1.7,sector 33,12592.0,3,3,3+,6.0,New Property,flat,1500.0,0,1,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
adarsh nagar,0.65,sector 12,6190.0,3,3,1,1.0,New Property,flat,1167.0,0,0,0,0,0,2,42,"28.4723° N, 77.0320° E",28.4723,77.032
signature andour heights,0.55,sector 71,8607.0,2,2,1,7.0,Relatively New,flat,600.0,0,0,0,0,0,2,24,"28.4104° N, 77.0281° E",28.4104,77.0281
ss the leaf,2.15,sector 85,10924.0,4,5,3+,6.0,Relatively New,flat,2366.0,0,1,0,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
sidhartha ncr one,0.57,sector 95,4179.0,2,2,2,10.0,New Property,flat,1364.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
experion the heartsong,1.36,sector 108,6542.0,3,2,3+,2.0,Relatively New,flat,1343.0,1,1,0,0,0,2,77,"28.5134° N, 76.9830° E",28.5134,76.983
the close north,3.0,sector 50,11516.0,3,3,3+,14.0,Old Property,flat,2357.0,0,1,0,0,0,2,121,"28.4178° N, 77.0628° E",28.4178,77.0628
emaar gurgaon greens,1.3,sector 102,7878.0,3,3,3,4.0,Relatively New,flat,1315.0,0,1,0,0,0,2,125,"28.4750° N, 76.9715° E",28.475,76.9715
krishna appartment,0.35,sector 12,3500.0,3,3,1,2.0,Old Property,flat,905.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
tulip violet,1.55,sector 69,9639.0,3,3,2,2.0,Relatively New,flat,1455.0,0,0,0,1,0,2,86,"28.3966° N, 77.0341° E",28.3966,77.0341
hero homes,1.2,sector 104,17548.0,2,2,2,22.0,Under Construction,flat,877.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
tulip violet,1.4,sector 69,8928.0,3,3,1,12.0,Relatively New,flat,1376.0,0,0,0,1,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
pioneer park,3.6,sector 61,12627.0,4,4,3,3.0,Moderately Old,flat,2580.0,0,1,0,0,0,2,121,"28.4050° N, 77.0963° E",28.405,77.0963
suncity avenue,0.47,sector 102,8928.0,2,2,1,5.0,Relatively New,flat,582.0,0,0,1,0,0,0,142,"28.4750° N, 76.9715° E",28.475,76.9715
godrej air,2.6,sector 85,12212.0,3,3,3,17.0,Under Construction,flat,2129.0,0,1,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
dlf new town heights,1.54,sector 86,5786.0,4,4,3+,21.0,Moderately Old,flat,2139.0,1,1,0,1,0,0,80,"28.3986° N, 76.9384° E",28.3986,76.9384
kashish manor one,1.65,sector 111,7097.0,3,4,3+,14.0,Under Construction,flat,2104.0,0,1,0,0,1,0,8,"28.5238° N, 77.0320° E",28.5238,77.032
independent,3.15,sector 57,20349.0,5,4,3+,2.0,Moderately Old,house,1548.0,0,0,1,0,0,2,60,"28.4232° N, 77.0752° E",28.4232,77.0752
la vida by tata housing,1.55,sector 113,11654.0,2,2,3,2.0,New Property,flat,1276.0,0,0,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
huda floor,4.0,sector 38,22222.0,4,9,3+,2.0,Relatively New,house,4800.0,0,0,1,1,0,2,152,"28.4347° N, 77.0430° E",28.4347,77.043
rof ananda,0.25,sector 95,6578.0,1,1,1,4.0,New Property,flat,344.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
godrej nature plus,1.45,sector 33,15664.0,3,2,3+,20.0,Under Construction,flat,118.0,1,0,0,0,0,0,144,"28.4420° N, 77.0207° E",28.442,77.0207
tata primanti,3.3,sector 72,15384.0,3,3,3+,10.0,Relatively New,flat,2000.0,0,1,0,0,0,2,165,"28.4225° N, 77.0211° E",28.4225,77.0211
madhur jeevan apartments,1.59,sector 56,8594.0,4,3,3+,3.0,Old Property,flat,1900.0,0,0,0,0,1,2,33,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,18.9,sector 26,41833.0,6,8,2,3.0,Relatively New,house,4518.0,1,1,1,1,0,2,120,"28.4757° N, 77.1032° E",28.4757,77.1032
sobha city,2.5,sector 108,14611.0,3,3,2,19.0,New Property,flat,1480.0,0,0,0,0,0,0,166,"28.5134° N, 76.9830° E",28.5134,76.983
orchid petals,4.79,sector 49,11628.0,5,5,3+,14.0,Relatively New,flat,3724.0,1,1,0,1,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
independent,1.7,sector 10a,18889.0,2,1,2,2.0,Old Property,house,900.0,0,0,0,0,1,0,8,"28.4469° N, 77.0106° E",28.4469,77.0106
ild greens,1.0,sector 37c,4723.0,3,3,3,3.0,Under Construction,flat,1629.0,0,0,0,0,0,0,51,"28.4515° N, 76.9882° E",28.4515,76.9882
sbr minda sec-1 imt manesar,0.64,manesar,4193.0,3,2,3+,6.0,Old Property,flat,1696.0,0,0,0,0,0,0,51,"28.3515° N, 76.9428° E",28.3515,76.9428
unitech espace,7.42,sector 50,34352.0,4,4,3,2.0,Old Property,house,3200.0,0,0,0,0,0,2,88,"28.4178° N, 77.0628° E",28.4178,77.0628
unitech deerwood chase,8.45,sector 50,26153.0,3,3,2,2.0,Old Property,house,3231.0,1,1,0,0,0,2,102,"28.4178° N, 77.0628° E",28.4178,77.0628
shapoorji pallonji joyville gurugram,1.26,sector 102,10041.0,2,2,2,10.0,Relatively New,flat,1100.0,0,0,0,0,0,0,108,"28.4750° N, 76.9715° E",28.475,76.9715
vatika city,1.98,sector 49,9074.0,3,4,3,9.0,Moderately Old,flat,1750.75,0,1,0,0,0,2,101,"28.4121° N, 77.0480° E",28.4121,77.048
today callidora,1.0,sector 73,7692.0,2,2,2,13.0,New Property,flat,1444.0,0,0,0,0,0,0,0,"28.4072° N, 77.0118° E",28.4072,77.0118
dlf royalton tower,6.5,sector 43,22108.0,4,5,2,8.0,Relatively New,flat,2661.0,0,1,0,0,0,0,15,"28.4629° N, 77.0772° E",28.4629,77.0772
suncity heights,3.85,sector 54,16445.0,3,3,3+,8.0,Old Property,flat,2119.0,0,1,0,0,0,0,67,"28.4348° N, 77.1089° E",28.4348,77.1089
independent,7.2,sector 17b,15926.0,4,4,2,1.0,Old Property,house,4494.0,0,1,1,0,0,0,0,"28.4806° N, 77.0663° E",28.4806,77.0663
signature global the millennia,0.55,sector 37d,9166.0,2,2,3,3.0,New Property,flat,543.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
emaar imperial gardens,1.92,sector 102,9600.0,3,3,3,12.0,Relatively New,flat,2222.0,1,1,1,1,0,0,95,"28.4750° N, 76.9715° E",28.475,76.9715
godrej,1.34,sector 79,8524.0,3,3,3,7.0,Relatively New,flat,1423.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,5.8,sector 26,12838.0,4,4,3+,4.0,Old Property,house,4518.0,0,0,0,0,0,0,38,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,1.55,sector 7,13889.0,2,2,2,1.0,Moderately Old,house,1080.0,0,0,0,0,0,2,52,"28.4644° N, 77.0143° E",28.4644,77.0143
sare homes,1.18,sector 92,5207.0,4,4,3,8.0,Relatively New,flat,2518.0,0,1,0,0,0,0,108,"28.4079° N, 76.9153° E",28.4079,76.9153
godrej icon,1.75,sector 88a,14894.0,3,3,3+,6.0,New Property,flat,1306.0,0,0,0,0,0,0,55,"28.4347° N, 76.9557° E",28.4347,76.9557
bestech park view aindependentda,4.35,sector 81,7937.0,4,4,3,2.0,Relatively New,house,5480.0,0,1,1,0,0,0,51,"28.3867° N, 76.9485° E",28.3867,76.9485
sukhshanti apartment,1.65,sector 56,7006.0,3,3,3+,5.0,Moderately Old,flat,2131.0,1,0,0,0,0,2,134,"28.4245° N, 77.0991° E",28.4245,77.0991
emaar mgf emerald floors premier,2.3,sector 65,13939.0,3,4,3,3.0,Relatively New,flat,1833.0,1,1,1,1,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
paras dews,1.4,sector 106,9978.0,4,6,3+,10.0,Relatively New,flat,1535.0,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
independent,6.0,sector 2,20000.0,4,4,1,2.0,Relatively New,house,3000.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
tata primanti,3.25,sector 72,10545.0,3,3,3,2.0,Moderately Old,flat,2986.0,0,1,0,0,0,0,94,"28.4225° N, 77.0211° E",28.4225,77.0211
emaar mgf the enclave,1.9,sector 66,10555.0,3,4,2,8.0,Relatively New,flat,1850.0,0,1,0,0,0,2,174,"28.3925° N, 77.0541° E",28.3925,77.0541
ss the leaf,1.24,sector 85,7122.0,2,2,3,10.0,Relatively New,flat,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
ireo victory valley,4.75,sector 67,13929.0,4,4,3+,0.0,Relatively New,flat,3200.0,1,1,1,1,0,2,165,"28.3859° N, 77.0608° E",28.3859,77.0608
the close north,2.5,sector 50,11944.0,3,3,3,11.0,Relatively New,flat,1894.0,0,0,0,1,0,2,127,"28.4178° N, 77.0628° E",28.4178,77.0628
tata primanti,3.9,sector 72,13425.0,4,4,3+,39.0,Relatively New,flat,2509.0,0,1,0,0,1,0,49,"28.4225° N, 77.0211° E",28.4225,77.0211
tulip lemon,0.6,sector 69,11407.0,2,1,1,11.0,Relatively New,flat,584.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,0.55,sector 4,6815.0,2,1,1,1.0,Moderately Old,house,75.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
signature signum 95a,0.4,sector 110,7782.0,2,2,2,3.0,New Property,flat,571.0,0,0,0,0,0,2,44,"28.5145° N, 77.0197° E",28.5145,77.0197
dlf regal gardens,1.25,sector 90,7339.0,3,3,3,28.0,Moderately Old,flat,1541.0,0,1,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
pareena laxmi apartments,0.32,sector 99a,5521.0,2,2,1,2.0,New Property,flat,577.0,0,0,0,0,0,0,43,"28.4561° N, 76.9542° E",28.4561,76.9542
shree vardhman victoria,1.6,sector 70,8205.0,3,5,3,6.0,Relatively New,flat,2167.0,0,1,0,0,0,0,174,"28.3968° N, 77.0233° E",28.3968,77.0233
emaar digihomes,2.1,sector 62,14254.0,2,2,2,30.0,New Property,flat,1365.0,0,1,0,0,0,0,52,"28.4139° N, 77.0886° E",28.4139,77.0886
emaar mgf emerald floors premier,2.8,sector 65,16969.0,3,3,2,3.0,Relatively New,flat,1650.07,0,1,0,0,0,0,105,"28.4030° N, 77.0690° E",28.403,77.069
ambience creacions,4.1,sector 22,28101.0,3,3,3+,2.0,New Property,flat,2069.0,0,0,0,0,0,1,119,"28.5072° N, 77.0640° E",28.5072,77.064
smart world gems,1.25,sector 89,8784.0,3,3,2,1.0,Under Construction,house,1423.0,1,0,0,0,1,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
m3m merlin,3.5,sector 67,14843.0,3,4,3+,15.0,Relatively New,flat,2134.0,0,1,0,0,0,2,158,"28.3859° N, 77.0608° E",28.3859,77.0608
dlf the skycourt,1.55,sector 86,8031.0,3,3,3,5.0,Relatively New,flat,1900.0,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
la vida by tata housing,1.5,sector 113,11755.0,2,2,2,13.0,New Property,flat,1418.0,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
independent,1.7,sector 12,9444.0,3,3,0,1.0,Old Property,house,200.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
mahindra aura,1.8,sector 110,8814.0,3,3,3+,7.0,Relatively New,flat,1850.0,0,1,0,0,0,2,136,"28.5145° N, 77.0197° E",28.5145,77.0197
green campus chs,0.92,manesar,4022.0,3,3,3+,8.0,Moderately Old,flat,1924.0,0,1,0,0,0,0,5,"28.3515° N, 76.9428° E",28.3515,76.9428
vipul tatvam villa,22.0,sector 48,26667.0,5,6,3,3.0,Moderately Old,house,8250.0,0,1,0,0,0,0,54,"28.4177° N, 77.0359° E",28.4177,77.0359
experion the heartsong,1.2,sector 108,6825.0,3,3,3+,10.0,Relatively New,flat,1275.53,1,0,0,0,0,0,93,"28.5134° N, 76.9830° E",28.5134,76.983
independent,0.4,sector 4,8889.0,1,1,0,1.0,Moderately Old,house,450.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,6.4,sector 14,20317.0,6,6,3+,3.0,Old Property,house,3150.0,0,0,0,0,1,0,35,"28.4711° N, 77.0454° E",28.4711,77.0454
m3m golfestate,1.4,sector 79,10000.0,2,2,2,4.0,Relatively New,flat,1556.0,1,1,1,0,0,1,83,"28.3624° N, 76.9787° E",28.3624,76.9787
hero homes,1.75,sector 104,10361.0,3,3,3,2.0,Under Construction,flat,1529.0,0,0,0,0,0,0,30,"28.4788° N, 76.9960° E",28.4788,76.996
godrej nature plus serenity,1.45,sector 33,8677.0,3,2,3,3.0,Under Construction,flat,1512.0,0,0,0,0,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
tulip violet,1.5,sector 69,10714.0,3,3,2,8.0,Relatively New,flat,1492.0,0,0,0,1,0,2,174,"28.3966° N, 77.0341° E",28.3966,77.0341
pivotal devaan,0.3,sector 84,6666.0,1,1,1,14.0,New Property,flat,500.0,0,0,0,0,0,2,22,"28.3979° N, 76.9736° E",28.3979,76.9736
mapsko mount ville,1.3,sector 79,8024.0,3,3,2,6.0,Relatively New,flat,1215.0,1,0,0,1,0,0,151,"28.3624° N, 76.9787° E",28.3624,76.9787
lotus elise,0.95,sector 99,6551.0,2,3,3,7.0,Relatively New,flat,1611.0,0,1,0,0,0,0,0,"28.4640° N, 76.9614° E",28.464,76.9614
independent,1.5,sector 13,11538.0,2,7,3,4.0,Moderately Old,house,1300.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
ss the leaf,2.0,sector 85,8305.0,3,4,3,6.0,Relatively New,flat,2300.0,0,1,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
birla navya,3.5,sector 63a,25925.0,3,3,3,1.0,Under Construction,flat,1350.05,0,0,0,0,0,0,38,"28.3923° N, 77.0888° E",28.3923,77.0888
emaar mgf palm studios,1.45,sector 66,14795.0,2,2,3,3.0,Relatively New,flat,1082.0,0,0,0,0,0,0,92,"28.3925° N, 77.0541° E",28.3925,77.0541
dlf city plots phase 2,6.5,sector 25,33592.0,3,9,3+,3.0,Old Property,house,1935.0,1,1,1,1,0,2,142,"28.4844° N, 77.0860° E",28.4844,77.086
sarahah tower,0.6,sector 12,8333.0,2,2,1,0.0,New Property,flat,800.0,0,0,0,1,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
